A1_ensembl,A2_ensembl,sequence_identity,min_sequence_identity,max_seq_id,closest,family_size,family_id,sorted_gene_pair,A1_entrez,A2_entrez,interact,A1_ppi,A2_ppi,n_A1_ppi,n_A2_ppi,shared_ppi,n_total_ppi,n_shared_ppi,shared_ppi_jaccard_idx,fet_ppi_overlap,A1,A2,uniprot_id_A1,uniprot_id_A2,A1_A2_rank_struct,A2_A1_rank_struct,A1_nb_human_struct,A2_nb_human_struct,A1_nb_taxid_struct,A2_nb_taxid_struct,A1_bits_struct,A2_bits_struct,A1_fident_struct,A2_fident_struct,A1_alnlen_struct,A2_alnlen_struct,A1_evalue_struct,A2_evalue_struct,A1_alntmscore_struct,A2_alntmscore_struct,A1_qtmscore_struct,A2_qtmscore_struct,A1_ttmscore_struct,A2_ttmscore_struct,A1_prob_struct,A2_prob_struct,A1_lddt_struct,A2_lddt_struct,A1_A2_rank_seq,A2_A1_rank_seq,A1_nb_selfSP_seq,A2_nb_selfSP_seq,A1_nb_taxid_seq,A2_nb_taxid_seq,A1_A2_bits_seq,A2_A1_bits_seq,A1_A2_id_percent_seq,A2_A1_id_percent_seq,A1_A2_evalue_seq,A2_A1_evalue_seq,Unnamed: 0,esm2_beginning_of_sequence_cosine,esm2_beginning_of_sequence_euclidean,esm2_beginning_of_sequence_manhattan,esm2_beginning_of_sequence_ts_ss,esm2_end_of_sequence_cosine,esm2_end_of_sequence_euclidean,esm2_end_of_sequence_manhattan,esm2_end_of_sequence_ts_ss,esm2_mean_of_residue_tokens_cosine,esm2_mean_of_residue_tokens_euclidean,esm2_mean_of_residue_tokens_manhattan,esm2_mean_of_residue_tokens_ts_ss,esm2_mean_of_special_tokens_cosine,esm2_mean_of_special_tokens_euclidean,esm2_mean_of_special_tokens_manhattan,esm2_mean_of_special_tokens_ts_ss,ProtT5_per-protein_cosine,ProtT5_per-protein_euclidean,ProtT5_per-protein_manhattan,ProtT5_per-protein_ts_ss,rank_struct,selfSP_struct,taxid_struct,bits_struct,fident_struct,alnlen_struct,evalue_struct,alntmscore_struct,qtmscore_struct,ttmscore_struct,prob_struct,lddt_struct,rank_seq,selfSP_seq,taxid_seq,bits_seq,id_percent_seq,evalue_seq,dim1_PCA,Query Strain ID,Query allele name,Array Strain ID,Genetic interaction score (ε),P-value,SL
YDR345C,YJL219W,0.647266,0.647266,0.647266,False,27,1,YDR345C_YJL219W,YDR345C,YJL219W,False,{'YGR281W'},set(),1,0,set(),1,0,0.0,0.0,YDR345C,YJL219W,P32466,P40885,2.0,2.0,1.0,1.0,0.0,0.0,2938.0,2897.0,0.652,0.652,570.0,570.0,3.993e-57,7.729e-58,0.9032,0.9024,0.9032,0.9024,0.9032,0.9024,1.0,1.0,0.9255,0.9201,11.0,9.0,6.0,5.0,4.0,3.0,780.0,787.0,0.677,0.677,5.056e-251,1.9139999999999998e-253,2195,0.0018268113064432,0.6960337163912818,39.52565681934357,0.0160350735908865,0.0162893032162081,2.1858877058512927,124.7196764945984,0.3965763034797946,0.0196600571555063,1.1257715294573871,64.1132378578186,0.0244288187874293,0.0056953801576847,1.195512335712222,68.71523928642273,0.0650519927352964,0.02734375,0.2216,5.64,3.6925043896089295e-05,2.0,1.0,0.0,2897.0,0.652,570.0,7.729e-58,0.9024,0.9024,0.9024,1.0,0.9201,9.0,5.0,3.0,780.0,0.677,1.9139999999999998e-253,-5.01237211493639,YJL219W_sn2362,hxt9,YDR345C_dma1088,-0.0127,0.3935,False
YDR345C,YEL069C,0.532628,0.532628,0.5354610000000001,False,27,1,YDR345C_YEL069C,YDR345C,YEL069C,False,{'YGR281W'},set(),1,0,set(),1,0,0.0,0.0,YDR345C,YEL069C,P32466,P39924,14.0,4.0,11.0,3.0,1.0,0.0,2488.0,2563.0,0.54,0.555,566.0,544.0,5.107e-50,1.681e-50,0.8829,0.9119,0.8783,0.8801,0.8829,0.8776,1.0,1.0,0.8774,0.8919,17.0,11.0,12.0,8.0,4.0,2.0,647.0,644.0,0.573,0.589,4.853e-205,4.652e-204,2187,0.0053755984078733,1.1930045304868355,68.23750364780426,0.0678074506433866,0.0335174774970402,3.1198584506792586,176.1456292271614,1.2993741424178742,0.1648308980472829,3.683748264673933,208.64706164598465,1.904644268224461,0.0137258747683114,1.855156038427821,105.0313684940338,0.2228622250934579,0.03076171875,0.3118,7.918,0.0001056929545926,4.0,3.0,0.0,2488.0,0.54,544.0,1.681e-50,0.8829,0.8783,0.8776,1.0,0.8774,11.0,8.0,2.0,644.0,0.573,4.853e-205,-3.0074658873719704,YEL069C_sn2353,hxt13,YDR345C_dma1088,0.0309,0.0192,False
YDR345C,YLR081W,0.6437390000000001,0.635889,0.6437390000000001,False,27,1,YDR345C_YLR081W,YDR345C,YLR081W,False,{'YGR281W'},{'YML051W'},1,1,set(),2,0,0.0,0.0,YDR345C,YLR081W,P32466,P13181,7.0,9.0,6.0,8.0,0.0,0.0,2668.0,2676.0,0.646,0.645,572.0,573.0,1.1760000000000001e-55,2.814e-56,0.8404,0.8425,0.8404,0.8328,0.8307,0.8425,1.0,1.0,0.8627,0.8763,10.0,9.0,5.0,4.0,4.0,4.0,802.0,796.0,0.711,0.712,1.236e-258,2.002e-256,2198,0.0024059582338636,0.7987231248494226,45.19638341665268,0.0238808955481197,0.0316342040725776,3.051915044671573,173.1414976119995,1.0569828787417177,0.015870705483916,1.0116683702144602,57.55366712808609,0.0175690534551022,0.0101742709176,1.5962163297395466,90.70181655883788,0.1498143068226158,0.01318359375,0.1896,4.805,2.4861758325055715e-05,7.0,6.0,0.0,2668.0,0.645,572.0,2.814e-56,0.8404,0.8328,0.8307,1.0,0.8627,9.0,4.0,4.0,796.0,0.711,1.236e-258,-4.473320772835769,YLR081W_sn2840,gal2,YDR345C_dma1088,0.0626,0.001937,False
YHR004C,YLL010C,0.1659189999999999,0.1659189999999999,0.173302,False,4,428,YHR004C_YLL010C,YHR004C,YLL010C,False,set(),"{'YOR043W', 'YIL135C'}",0,2,set(),2,0,0.0,0.0,YHR004C,YLL010C,P38757,Q07800,96.0,136.0,1.0,2.0,29.0,30.0,371.0,377.0,0.196,0.185,494.0,501.0,4.11e-18,5.283e-19,0.3696,0.3611,0.3543,0.3611,0.3696,0.3585,1.0,1.0,0.6783,0.6812,25.0,37.0,0.0,1.0,14.0,14.0,113.0,106.0,0.35,0.356,1.0079999999999999e-24,1.4119999999999998e-22,3892,0.0174881538662613,2.1549745022373403,123.11112183332445,0.3470254331893499,0.1358682633249855,7.205465911030251,408.4135847687721,24.80528624011842,0.139201515340444,3.850036750462574,217.25121176242828,1.6266258632658364,0.058852572583758,3.889899123148888,220.989772439003,2.1975194680587187,0.1767578125,0.972,24.89,0.0072386149587294,96.0,1.0,29.0,371.0,0.185,494.0,5.283e-19,0.3611,0.3543,0.3585,1.0,0.6783,25.0,0.0,14.0,106.0,0.35,1.0079999999999999e-24,2.0188984867546638,YHR004C_sn1075,nem1,YLL010C_dma3028,-0.0901,0.03882,True
YHR004C,YLR019W,0.181614,0.181614,0.20403,True,4,428,YHR004C_YLR019W,YHR004C,YLR019W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YHR004C,YLR019W,P38757,Q07949,68.0,122.0,0.0,1.0,28.0,30.0,407.0,410.0,0.209,0.181,459.0,441.0,1.047e-18,5.3660000000000005e-20,0.4025,0.3999,0.3597,0.3999,0.4025,0.397,1.0,1.0,0.7095,0.6763,26.0,47.0,1.0,2.0,14.0,21.0,112.0,106.0,0.364,0.348,2.11e-24,9.534e-23,3893,0.0182648977580883,2.1965922507536644,125.26864182949066,0.3845568661307722,0.1456127724475958,7.39786061824964,420.0907304286957,26.132313660391592,0.1537697229546769,4.053916826231264,230.6035680174828,1.9137796292396072,0.0622022850397723,3.980054366784034,226.45705723762512,2.4797997589645044,0.171875,0.9365,23.8,0.0056487941575451,68.0,0.0,28.0,407.0,0.181,441.0,5.3660000000000005e-20,0.3999,0.3597,0.397,1.0,0.6763,26.0,1.0,14.0,106.0,0.348,2.11e-24,2.1532220174060903,YLR019W_sn2967,psr2,YHR004C_dma2082,-0.0273,0.2686,False
YGR154C,YKR076W,0.505618,0.486486,0.505618,True,3,430,YGR154C_YKR076W,YGR154C,YKR076W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YGR154C,YKR076W,P48239,P36156,1.0,2.0,0.0,1.0,0.0,0.0,1756.0,1692.0,0.502,0.502,362.0,362.0,3.637e-41,2.627e-39,0.9552,0.9555,0.9552,0.9199,0.9507,0.9555,1.0,1.0,0.8937,0.8842,1.0,2.0,0.0,1.0,0.0,0.0,363.0,372.0,0.505,0.504,9.481e-111,1.314e-113,3573,0.0092543960990886,1.5785297341750817,90.15219163894652,0.1402700327652774,0.0183663343182178,2.4380307737055644,139.43924123048782,0.6009928362143508,0.0517127144266265,2.151274183520659,122.32378447055817,0.2222826746405888,0.0098463778190254,1.5855942128442717,90.39030885696413,0.1380313440960776,0.078125,0.5312,13.414,0.0008146763378347,1.0,0.0,0.0,1692.0,0.502,362.0,3.637e-41,0.9552,0.9199,0.9507,1.0,0.8842,1.0,0.0,0.0,363.0,0.504,1.314e-113,-3.674251594344965,YKR076W_sn717,ecm4,YGR154C_dma1900,-0.0126,0.4088,False
YGR154C,YMR251W,0.485955,0.472678,0.485955,False,3,430,YGR154C_YMR251W,YGR154C,YMR251W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YGR154C,YMR251W,P48239,Q04806,2.0,2.0,1.0,1.0,0.0,0.0,1724.0,1664.0,0.48,0.478,358.0,357.0,2.257e-40,7.409e-40,0.9543,0.9532,0.9543,0.9275,0.9496,0.9532,1.0,1.0,0.8945,0.889,2.0,2.0,1.0,1.0,0.0,0.0,345.0,343.0,0.498,0.497,1.564e-104,1.1509999999999998e-103,3574,0.0103700021446544,1.6712323396008362,95.86217868328094,0.1638052464694101,0.0254594724574791,2.8648113032425617,162.49321538209915,1.0204037043984235,0.0641697595057625,2.376507971790928,135.22285854816437,0.3139859065405824,0.012470190997354,1.78461252815867,101.12991070747375,0.194407787784389,0.07275390625,0.509,12.82,0.0007684739159952,2.0,1.0,0.0,1664.0,0.478,357.0,2.257e-40,0.9532,0.9275,0.9496,1.0,0.889,2.0,1.0,0.0,343.0,0.497,1.564e-104,-3.383425891048199,YGR154C_sn3750,gto1,YMR251W_dma3858,0.0087,0.4349,False
YOR018W,YFR022W,0.385902,0.385902,0.440655,True,6,12,YFR022W_YOR018W,YOR018W,YFR022W,False,"{'YLR417W', 'YER098W', 'YDR477W', 'YGL115W', 'YER177W', 'YDR099W', 'YER027C'}","{'YDR099W', 'YER177W'}",7,2,"{'YDR099W', 'YER177W'}",7,2,0.2857142857142857,5.564761906136505,YFR022W,YOR018W,P43602,Q02805,1.0,1.0,0.0,0.0,0.0,0.0,1777.0,1763.0,0.391,0.387,812.0,826.0,5.312e-61,9.399e-61,0.5288,0.5231,0.5288,0.4619,0.5256,0.5231,1.0,1.0,0.7891,0.7794,1.0,1.0,0.0,0.0,0.0,0.0,426.0,440.0,0.408,0.404,2.015e-126,8.51e-130,3174,0.0039513062641611,1.0347351151707058,58.50513035058975,0.0453793975349774,0.0137361549192142,1.9924538907719676,113.5857990384102,0.3024478142141651,0.0306625140915074,1.8020217353772792,102.05876845121384,0.1397305381261843,0.0061359921894881,1.2590592690294722,71.7299872636795,0.0736130985941675,0.03955078125,0.4539,11.586,0.0007429012971445,1.0,0.0,0.0,1763.0,0.387,812.0,5.312e-61,0.5231,0.4619,0.5231,1.0,0.7794,1.0,0.0,0.0,426.0,0.404,8.51e-130,-3.259060599936684,YOR018W_sn2382,rod1,YFR022W_dma1549,0.0059,0.4339,False
YMR271C,YML106W,0.6299560000000001,0.6299560000000001,0.6327429999999999,True,3,432,YML106W_YMR271C,YMR271C,YML106W,True,set(),{'YHR193C'},0,1,set(),1,0,0.0,0.0,YML106W,YMR271C,P13298,P30402,1.0,1.0,0.0,0.0,0.0,0.0,1519.0,1541.0,0.753,0.75,219.0,220.0,1.2539999999999999e-39,1.388e-40,0.9922,0.9923,0.9616,0.9619,0.9595,0.9661,1.0,1.0,0.9512,0.9629,2.0,1.0,0.0,0.0,1.0,0.0,339.0,340.0,0.753,0.753,6.8119999999999995e-105,3.2079999999999997e-105,5242,0.0031622938205849,0.9261146601366268,52.61637783050537,0.0378337942589147,0.0622102006751612,4.713417474497607,267.2948474884033,5.078225717061913,0.0271609428495138,1.4678161507136671,83.0375999212265,0.0614048975757846,0.0234117982500823,2.4411805770573705,138.53668308258057,0.5095973590217262,0.0439453125,0.3516,8.78,0.0001546553631036,1.0,0.0,0.0,1519.0,0.75,219.0,1.388e-40,0.9922,0.9616,0.9595,1.0,0.9512,1.0,0.0,0.0,339.0,0.753,3.2079999999999997e-105,-3.797326292812909,YML106W_sn4448,ura5,YMR271C_dma3865,0.0159,0.4019,False
YBL009W,YGL021W,0.349112,0.310526,0.349112,True,2,434,YBL009W_YGL021W,YBL009W,YGL021W,False,set(),"{'YER132C', 'YHR082C', 'YPL180W', 'YER177W', 'YDR099W', 'YHR186C'}",0,6,set(),6,0,0.0,0.0,YBL009W,YGL021W,P32789,P43633,1.0,1.0,0.0,0.0,0.0,0.0,720.0,784.0,0.29,0.324,754.0,699.0,9.068e-31,7.19e-30,0.4137,0.4329,0.4137,0.3878,0.408,0.4329,1.0,1.0,0.6833,0.7519,1.0,1.0,0.0,0.0,0.0,0.0,277.0,273.0,0.354,0.352,8.303e-77,1.0940000000000001e-74,299,0.005948233599004,1.263521785833124,72.48613905906677,0.0778142162161465,0.0822884711901559,5.547632434512932,316.8298427462578,8.533481277774834,0.0267405945764294,1.7529047379456568,99.51570105552672,0.1418192241080407,0.0318303908501372,2.870567784297321,163.85706198215485,0.8737815694923126,0.041015625,0.492,12.59,0.0007827345672325,1.0,0.0,0.0,720.0,0.29,699.0,9.068e-31,0.4137,0.3878,0.408,1.0,0.6833,1.0,0.0,0.0,273.0,0.352,8.303e-77,-1.2162158904284321,YGL021W_sn1451,alk1,YBL009W_dma89,0.0109,0.4509,False
YOR374W,YPL061W,0.527938,0.527938,0.5479999999999999,False,8,152,YOR374W_YPL061W,YOR374W,YPL061W,False,"{'Q0160', 'YLR369W', 'YFL016C', 'YJR121W', 'YCR010C', 'YKL170W', 'YDR430C', 'YDL066W', 'YLR044C', 'YIL125W', 'YMR083W', 'YMR303C', 'YCL064C', 'YAL038W', 'YML124C', 'YOL096C', 'YLR089C', 'YHL021C', 'YLR043C', 'YER170W', 'YER073W', 'YOR125C', 'YDL055C', 'YGR207C', 'YOR232W', 'YLR304C', 'YDR041W', 'YLR259C', 'YDR036C', 'YJR045C', 'YKL085W', 'YNR002C', 'YML085C', 'YKL148C', 'YLR163C'}","{'YDR050C', 'YDR391C', 'YJL138C', 'YNL085W', 'YHR113W', 'YLR113W', 'YJR148W', 'YBR196C', 'YBR022W', 'YIL053W', 'YLR044C', 'YGL201C', 'YDL084W', 'YDR502C', 'YIL094C', 'YJL008C', 'YOR142W', 'YDR214W', 'YPL262W', 'YKL094W', 'YGL001C', 'YKL126W', 'YFR053C', 'YML004C', 'YDL137W', 'YMR246W', 'YER103W', 'YBL039C', 'YHR174W', 'YAL005C', 'YNL129W', 'YCL043C', 'YLL024C', 'YBR006W', 'YKL152C', 'YML092C', 'YLR270W', 'YLR352W', 'YLL050C', 'YKR059W', 'YNL064C', 'YJL066C', 'YJL173C'}",35,43,{'YLR044C'},77,1,0.0129870129870129,0.4935766396289653,YOR374W,YPL061W,P46367,P54115,9.0,1.0,1.0,0.0,7.0,0.0,2994.0,3055.0,0.542,0.55,501.0,492.0,3.9110000000000003e-78,7.485e-81,0.9727,0.9875,0.9373,0.9718,0.9727,0.9702,1.0,1.0,0.9262,0.9297,6.0,1.0,1.0,0.0,4.0,0.0,573.0,572.0,0.55,0.55,2.3750000000000003e-180,2.372e-180,5634,0.0120002214621346,1.7959214447073082,102.6717935204506,0.2088335184147484,0.1385766960666132,7.667528489815058,433.9780920743942,28.89564804680399,0.0505057005761848,1.8590965742707375,106.08194828033449,0.1507209191176482,0.0613892355933174,3.956135302315254,224.7324504852295,2.4046037440341546,0.04052734375,0.3655,9.3,0.0001945847623606,1.0,0.0,0.0,2994.0,0.542,492.0,7.485e-81,0.9727,0.9373,0.9702,1.0,0.9262,1.0,0.0,0.0,572.0,0.55,2.372e-180,-1.724124739573754,YPL061W_sn2735,ald6,YOR374W_dma4758,-0.2318,6.414e-14,True
YOR374W,YER073W,0.633911,0.632692,0.633911,True,8,152,YER073W_YOR374W,YOR374W,YER073W,True,"{'Q0160', 'YLR369W', 'YFL016C', 'YJR121W', 'YCR010C', 'YKL170W', 'YDR430C', 'YDL066W', 'YLR044C', 'YIL125W', 'YMR083W', 'YMR303C', 'YCL064C', 'YAL038W', 'YML124C', 'YOL096C', 'YLR089C', 'YHL021C', 'YLR043C', 'YER170W', 'YOR125C', 'YDL055C', 'YGR207C', 'YOR232W', 'YLR304C', 'YDR041W', 'YLR259C', 'YDR036C', 'YJR045C', 'YKL085W', 'YNR002C', 'YML085C', 'YKL148C', 'YLR163C'}","{'YER170W', 'YOR136W', 'YER086W', 'YPL059W', 'YLR369W', 'YOR125C', 'YER178W', 'YFL016C', 'YJR121W', 'YBR221C', 'YGR207C', 'YJR016C', 'YDR430C', 'YDL066W', 'YFL018C', 'YIL125W', 'YNL015W', 'YLR304C', 'YMR083W', 'YCL064C', 'YMR108W', 'YKL085W', 'YOL096C', 'YLR089C', 'YLR355C', 'YCL009C', 'YJR045C', 'YHL021C'}",34,28,"{'YER170W', 'YDL066W', 'YLR304C', 'YIL125W', 'YMR083W', 'YCL064C', 'YLR369W', 'YOR125C', 'YFL016C', 'YKL085W', 'YOL096C', 'YJR121W', 'YGR207C', 'YLR089C', 'YHL021C', 'YJR045C', 'YDR430C'}",45,17,0.3777777777777777,29.852640736432715,YER073W,YOR374W,P40047,P46367,1.0,1.0,0.0,0.0,0.0,0.0,3582.0,3521.0,0.633,0.633,519.0,519.0,6.177e-95,3.797e-91,0.9533,0.9531,0.9515,0.9531,0.9533,0.9521,1.0,1.0,0.9676,0.9669,2.0,2.0,1.0,0.0,0.0,1.0,690.0,689.0,0.647,0.649,8.876e-221,1.8849999999999997e-220,2757,0.0020268558727273,0.7365132894740081,42.11453866958618,0.0193365777493373,0.0874891699847646,5.9040781682984775,336.64043575525284,10.937410899060495,0.021635335720499,1.226777359128116,69.7485603094101,0.0359953566073695,0.0351486750793257,2.998847763021087,170.98993802070618,0.966977771849102,0.01904296875,0.2466,6.21,6.126095973401087e-05,1.0,0.0,0.0,3521.0,0.633,519.0,6.177e-95,0.9531,0.9515,0.9521,1.0,0.9669,2.0,0.0,0.0,689.0,0.647,8.876e-221,-3.6572697423780083,YOR374W_sn2802,ald4,YER073W_dma1374,-0.0181,0.3599,False
YOR374W,YBR006W,0.308285,0.308285,0.321932,False,8,152,YBR006W_YOR374W,YOR374W,YBR006W,False,"{'Q0160', 'YLR369W', 'YFL016C', 'YJR121W', 'YCR010C', 'YKL170W', 'YDR430C', 'YDL066W', 'YLR044C', 'YIL125W', 'YMR083W', 'YMR303C', 'YCL064C', 'YAL038W', 'YML124C', 'YOL096C', 'YLR089C', 'YHL021C', 'YLR043C', 'YER170W', 'YER073W', 'YOR125C', 'YDL055C', 'YGR207C', 'YOR232W', 'YLR304C', 'YDR041W', 'YLR259C', 'YDR036C', 'YJR045C', 'YKL085W', 'YNR002C', 'YML085C', 'YKL148C', 'YLR163C'}",{'YPL061W'},35,1,set(),36,0,0.0,0.0,YBR006W,YOR374W,P38067,P46367,163.0,248.0,2.0,4.0,35.0,37.0,1949.0,1990.0,0.319,0.32,504.0,503.0,2.2439999999999996e-53,6.502000000000001e-56,0.9247,0.9266,0.9247,0.8881,0.9196,0.9266,1.0,1.0,0.82,0.8229,136.0,328.0,1.0,4.0,89.0,222.0,276.0,277.0,0.335,0.335,1.3e-78,1.1770000000000002e-78,582,0.0139477713663949,1.939496869286428,110.10020679235458,0.2698958589491474,0.1195219025538285,7.044027372981064,400.39897859096527,20.42332552181902,0.1266147938333238,2.945760076388808,166.71152806282043,0.6159869283108966,0.0536435457024734,3.72789128608211,211.36203289031985,2.003372812470844,0.06689453125,0.444,11.484,0.0003823629724405,163.0,2.0,35.0,1949.0,0.319,503.0,6.502000000000001e-56,0.9247,0.8881,0.9196,1.0,0.82,136.0,1.0,89.0,276.0,0.335,1.1770000000000002e-78,-0.49996830317018626,YOR374W_sn2802,ald4,YBR006W_dma191,-0.0275,0.351,False
YOR374W,YMR170C,0.441233,0.441233,0.452569,False,8,152,YMR170C_YOR374W,YOR374W,YMR170C,False,"{'Q0160', 'YLR369W', 'YFL016C', 'YJR121W', 'YCR010C', 'YKL170W', 'YDR430C', 'YDL066W', 'YLR044C', 'YIL125W', 'YMR083W', 'YMR303C', 'YCL064C', 'YAL038W', 'YML124C', 'YOL096C', 'YLR089C', 'YHL021C', 'YLR043C', 'YER170W', 'YER073W', 'YOR125C', 'YDL055C', 'YGR207C', 'YOR232W', 'YLR304C', 'YDR041W', 'YLR259C', 'YDR036C', 'YJR045C', 'YKL085W', 'YNR002C', 'YML085C', 'YKL148C', 'YLR163C'}",{'YMR169C'},35,1,set(),36,0,0.0,0.0,YMR170C,YOR374W,P47771,P46367,18.0,73.0,2.0,2.0,7.0,22.0,2588.0,2604.0,0.445,0.446,505.0,506.0,6.652e-70,9.738e-70,0.9529,0.9514,0.951,0.9278,0.9483,0.9514,1.0,1.0,0.8921,0.8942,46.0,62.0,2.0,2.0,22.0,33.0,426.0,431.0,0.461,0.461,7.0409999999999996e-130,2.2050000000000001e-131,5332,0.0120666900537133,1.8007015915240705,102.85656607151031,0.208674117273398,0.0707054011418711,5.292782161293397,300.3816877603531,7.954617206168425,0.0580510555148546,2.011416765163984,114.07160145044328,0.1633114927920451,0.0316748921691877,2.854869911607304,162.86696410179138,0.8218433288953918,0.04833984375,0.357,9.125,0.0002283328425345,18.0,2.0,7.0,2588.0,0.445,505.0,6.652e-70,0.9514,0.9278,0.9483,1.0,0.8921,46.0,2.0,22.0,426.0,0.461,2.2050000000000001e-131,-2.5786631597680376,YOR374W_sn2802,ald4,YMR170C_dma3758,-0.0352,2.211e-10,False
YOR374W,YHR037W,0.223507,0.201739,0.223507,False,8,152,YHR037W_YOR374W,YOR374W,YHR037W,False,"{'Q0160', 'YLR369W', 'YFL016C', 'YJR121W', 'YCR010C', 'YKL170W', 'YDR430C', 'YDL066W', 'YLR044C', 'YIL125W', 'YMR083W', 'YMR303C', 'YCL064C', 'YAL038W', 'YML124C', 'YOL096C', 'YLR089C', 'YHL021C', 'YLR043C', 'YER170W', 'YER073W', 'YOR125C', 'YDL055C', 'YGR207C', 'YOR232W', 'YLR304C', 'YDR041W', 'YLR259C', 'YDR036C', 'YJR045C', 'YKL085W', 'YNR002C', 'YML085C', 'YKL148C', 'YLR163C'}","{'YBR169C', 'YOR136W', 'YAL005C', 'YPL106C', 'YJR045C', 'YLL024C'}",35,6,{'YJR045C'},40,1,0.025,1.2812405259537305,YHR037W,YOR374W,P07275,P46367,223.0,444.0,2.0,6.0,40.0,43.0,1210.0,1283.0,0.208,0.225,567.0,510.0,6.202e-37,8.615e-39,0.8416,0.8686,0.7628,0.8541,0.8416,0.8458,1.0,1.0,0.671,0.737,160.0,670.0,4.0,6.0,99.0,362.0,131.0,133.0,0.263,0.263,7.124e-30,9.334e-31,3928,0.0085838137451815,1.5167610102991271,85.94482034444809,0.1237165905653431,0.1583958156663771,7.775494995890959,442.6536033153534,32.126600153861546,0.163971968352195,3.450803149782628,195.33264636993408,1.0845851847823766,0.0659293201788027,4.1093030263549135,233.69205594062805,2.655393606351597,0.166015625,0.6836,16.94,0.0019526573999171,223.0,2.0,40.0,1210.0,0.208,510.0,8.615e-39,0.8416,0.7628,0.8416,1.0,0.671,160.0,4.0,99.0,131.0,0.263,9.334e-31,1.0242704086586176,YHR037W_sn4339,put2,YOR374W_dma4758,-0.041,0.2479,False
YOR374W,YMR110C,0.183044,0.1785709999999999,0.183044,False,8,152,YMR110C_YOR374W,YOR374W,YMR110C,False,"{'Q0160', 'YLR369W', 'YFL016C', 'YJR121W', 'YCR010C', 'YKL170W', 'YDR430C', 'YDL066W', 'YLR044C', 'YIL125W', 'YMR083W', 'YMR303C', 'YCL064C', 'YAL038W', 'YML124C', 'YOL096C', 'YLR089C', 'YHL021C', 'YLR043C', 'YER170W', 'YER073W', 'YOR125C', 'YDL055C', 'YGR207C', 'YOR232W', 'YLR304C', 'YDR041W', 'YLR259C', 'YDR036C', 'YJR045C', 'YKL085W', 'YNR002C', 'YML085C', 'YKL148C', 'YLR163C'}","{'YLR372W', 'YML048W', 'YIL043C', 'YIL016W'}",35,4,set(),39,0,0.0,0.0,YMR110C,YOR374W,Q04458,P46367,318.0,526.0,6.0,7.0,41.0,45.0,954.0,974.0,0.216,0.218,476.0,472.0,2.931e-27,3.122e-31,0.8092,0.8129,0.7281,0.7427,0.7454,0.7335,1.0,1.0,0.6975,0.6847,146.0,682.0,2.0,7.0,82.0,364.0,128.0,121.0,0.286,0.286,4.2469999999999997e-29,6.244e-27,5313,0.0250264622857104,2.602108921815589,147.67645531892776,0.663330658038332,0.2685479342020136,9.90011063170733,556.6079530119896,78.07116575617201,0.1968807745722303,3.7660392311270607,213.89449429512024,1.42239944049779,0.1067425817421579,5.225669779662225,293.7230396270752,5.924442884689821,0.2119140625,0.7847,19.39,0.0028146426342377,318.0,6.0,41.0,954.0,0.216,472.0,3.122e-31,0.8092,0.7281,0.7335,1.0,0.6847,146.0,2.0,82.0,121.0,0.286,4.2469999999999997e-29,3.4846007557658,YOR374W_sn2802,ald4,YMR110C_dma3702,-0.0136,0.3748,False
YJR058C,YLR170C,0.326531,0.307692,0.326531,True,3,436,YJR058C_YLR170C,YJR058C,YLR170C,False,"{'YBL037W', 'YKL204W'}","{'YPL259C', 'YKL135C', 'YPR029C'}",2,3,set(),5,0,0.0,0.0,YJR058C,YLR170C,Q00381,P35181,71.0,89.0,0.0,0.0,28.0,29.0,600.0,579.0,0.36,0.353,147.0,147.0,2.083e-15,1.764e-15,0.9144,0.9163,0.9144,0.8652,0.9007,0.9163,1.0,1.0,0.8655,0.8593,27.0,32.0,0.0,0.0,13.0,13.0,100.0,103.0,0.379,0.374,1.599e-23,2.0809999999999998e-24,4564,0.0080775218053051,1.4559866648961028,82.82746094465256,0.1134658062785997,0.1048299376459408,6.084802866164131,345.4854322075844,13.284668391247145,0.093622545906445,2.9873772622993333,169.07251632213593,0.6682731383954024,0.0413115102292667,3.212463303497989,182.2866666316986,1.1683286547987644,0.08056640625,0.56,14.13,0.0009968284196213,71.0,0.0,28.0,579.0,0.353,147.0,1.764e-15,0.9144,0.8652,0.9007,1.0,0.8593,27.0,0.0,13.0,100.0,0.374,2.0809999999999998e-24,-1.1485687288676443,YLR170C_sn522,aps1,YJR058C_dma2648,-0.0079,0.3046,False
