A1_ensembl,A2_ensembl,sequence_identity,min_sequence_identity,max_seq_id,closest,family_size,family_id,sorted_gene_pair,A1_entrez,A2_entrez,interact,A1_ppi,A2_ppi,n_A1_ppi,n_A2_ppi,shared_ppi,n_total_ppi,n_shared_ppi,shared_ppi_jaccard_idx,fet_ppi_overlap,A1,A2,uniprot_id_A1,uniprot_id_A2,A1_A2_rank_struct,A2_A1_rank_struct,A1_nb_human_struct,A2_nb_human_struct,A1_nb_taxid_struct,A2_nb_taxid_struct,A1_bits_struct,A2_bits_struct,A1_fident_struct,A2_fident_struct,A1_alnlen_struct,A2_alnlen_struct,A1_evalue_struct,A2_evalue_struct,A1_alntmscore_struct,A2_alntmscore_struct,A1_qtmscore_struct,A2_qtmscore_struct,A1_ttmscore_struct,A2_ttmscore_struct,A1_prob_struct,A2_prob_struct,A1_lddt_struct,A2_lddt_struct,A1_A2_rank_seq,A2_A1_rank_seq,A1_nb_selfSP_seq,A2_nb_selfSP_seq,A1_nb_taxid_seq,A2_nb_taxid_seq,A1_A2_bits_seq,A2_A1_bits_seq,A1_A2_id_percent_seq,A2_A1_id_percent_seq,A1_A2_evalue_seq,A2_A1_evalue_seq,Unnamed: 0,esm2_beginning_of_sequence_cosine,esm2_beginning_of_sequence_euclidean,esm2_beginning_of_sequence_manhattan,esm2_beginning_of_sequence_ts_ss,esm2_end_of_sequence_cosine,esm2_end_of_sequence_euclidean,esm2_end_of_sequence_manhattan,esm2_end_of_sequence_ts_ss,esm2_mean_of_residue_tokens_cosine,esm2_mean_of_residue_tokens_euclidean,esm2_mean_of_residue_tokens_manhattan,esm2_mean_of_residue_tokens_ts_ss,esm2_mean_of_special_tokens_cosine,esm2_mean_of_special_tokens_euclidean,esm2_mean_of_special_tokens_manhattan,esm2_mean_of_special_tokens_ts_ss,ProtT5_per-protein_cosine,ProtT5_per-protein_euclidean,ProtT5_per-protein_manhattan,ProtT5_per-protein_ts_ss,rank_struct,selfSP_struct,taxid_struct,bits_struct,fident_struct,alnlen_struct,evalue_struct,alntmscore_struct,qtmscore_struct,ttmscore_struct,prob_struct,lddt_struct,rank_seq,selfSP_seq,taxid_seq,bits_seq,id_percent_seq,evalue_seq,dim1_PCA,BPO,CCO,MFO,same_func_go,same_func_ppi
YEL069C,YLR081W,0.578014,0.567944,0.578014,False,27,1,YEL069C_YLR081W,YEL069C,YLR081W,False,set(),{'YML051W'},0,1,set(),1,0,0.0,0.0,YEL069C,YLR081W,P39924,P13181,9.0,12.0,8.0,11.0,0.0,0.0,2309.0,2276.0,0.608,0.561,531.0,581.0,1.224e-48,9.271e-50,0.856,0.8112,0.8087,0.7978,0.797,0.8112,1.0,1.0,0.8293,0.8354,5.0,16.0,3.0,11.0,1.0,4.0,674.0,669.0,0.622,0.622,2.003e-214,1.6340000000000002e-212,2596,0.0048545919844511,1.131009129959047,64.74407511949539,0.0549206899690499,0.0506638856691472,3.830806631199835,216.65741389989853,2.447728040369961,0.1380333154670401,3.3959052740051825,191.2884007692337,1.4800136429280095,0.0178270335963814,2.106829893066454,119.65195965766908,0.3210257039355771,0.03564453125,0.2922,7.34,8.971082985689791e-05,9.0,8.0,0.0,2276.0,0.561,531.0,9.271e-50,0.8112,0.7978,0.797,1.0,0.8293,5.0,3.0,1.0,669.0,0.622,2.003e-214,-2.742519311197979,0.906,1.0,0.925,True,True
YEL069C,YMR011W,0.52305,0.52305,0.545287,False,27,1,YEL069C_YMR011W,YEL069C,YMR011W,False,set(),"{'YLR024C', 'YMR266W', 'YLR413W', 'YPR124W', 'YDR432W', 'YOL030W', 'YOL021C', 'YLR214W'}",0,8,set(),8,0,0.0,0.0,YEL069C,YMR011W,P39924,P23585,10.0,14.0,9.0,11.0,0.0,1.0,2275.0,2328.0,0.553,0.545,542.0,552.0,1.1609999999999999e-47,4.335e-48,0.8518,0.8507,0.8188,0.8507,0.8518,0.8391,1.0,1.0,0.8411,0.8739,16.0,16.0,11.0,11.0,4.0,4.0,619.0,619.0,0.568,0.566,2.007e-195,7.672999999999999e-196,2597,0.0054740092341434,1.2037872664694735,68.41649228334427,0.0694557607586677,0.0686331263315754,4.5306276623788015,257.2337589263916,4.665686155100821,0.1714927278225578,3.751193814679646,211.66877502202988,2.027450342864382,0.024590947981152,2.488885736531829,140.93061542510986,0.557726009773439,0.0390625,0.328,8.164,0.0001239828637861,10.0,9.0,0.0,2275.0,0.545,542.0,4.335e-48,0.8507,0.8188,0.8391,1.0,0.8411,16.0,11.0,4.0,619.0,0.566,7.672999999999999e-196,-2.107531248106066,0.957,1.0,0.925,True,True
YEL069C,YHR092C,0.542553,0.53125,0.542553,False,27,1,YEL069C_YHR092C,YEL069C,YHR092C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YEL069C,YHR092C,P39924,P32467,11.0,14.0,10.0,11.0,0.0,1.0,2246.0,2262.0,0.532,0.531,573.0,576.0,2.984e-48,1.9749999999999998e-47,0.8266,0.8195,0.8266,0.8033,0.8155,0.8195,1.0,1.0,0.8253,0.8659,10.0,17.0,7.0,12.0,2.0,4.0,646.0,651.0,0.588,0.581,9.479e-205,2.9379999999999997e-206,2589,0.0043390267150167,1.0692460038310296,60.91451609134674,0.0472298456787564,0.0312285343028098,3.009728740498772,170.63069891929626,1.1603058018633257,0.122894026600864,3.2197825981579737,182.00620383024216,1.2424587414277293,0.0118632020461947,1.723699318514241,97.78849601745604,0.1785288406163567,0.02587890625,0.277,7.12,7.265268095404286e-05,11.0,10.0,0.0,2246.0,0.531,573.0,2.984e-48,0.8195,0.8033,0.8155,1.0,0.8253,10.0,7.0,2.0,646.0,0.581,2.9379999999999997e-206,-3.106931218184403,0.906,1.0,0.925,True,True
YHL007C,YJL095W,0.123536,0.0784844,0.123536,False,9,307,YHL007C_YJL095W,YHL007C,YJL095W,False,set(),{'YKR048C'},0,1,set(),1,0,0.0,0.0,YHL007C,YJL095W,Q03497,Q01389,4800.0,5486.0,49.0,43.0,38.0,38.0,384.0,388.0,0.179,0.176,1164.0,971.0,9.73e-19,1.064e-19,0.2793,0.2837,0.2793,0.1848,0.2778,0.2837,1.0,1.0,0.6413,0.6229,200.0,147.0,6.0,6.0,47.0,42.0,152.0,149.0,0.342,0.335,1.312e-35,2.642e-34,3755,0.017088872937074,2.151596628955885,122.22794288396835,0.3515330702590717,0.0400081544532346,3.4523290915530724,196.79417258501053,1.6845483926528926,0.0759529764512232,3.021650010947996,167.34491157531738,0.995869136581061,0.0211048076372983,2.350515879021652,134.6133890748024,0.4544160002932854,0.13916015625,0.84,21.0,0.0038065897597389,4800.0,43.0,38.0,384.0,0.176,971.0,1.064e-19,0.2793,0.1848,0.2778,1.0,0.6229,147.0,6.0,42.0,149.0,0.335,1.312e-35,0.978100275142068,0.731,0.908,0.772,True,True
YNL012W,YOL011W,0.172742,0.158892,0.172742,False,4,560,YNL012W_YOL011W,YNL012W,YOL011W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YNL012W,YOL011W,P53541,Q08108,12.0,22.0,2.0,2.0,4.0,8.0,1150.0,1127.0,0.254,0.255,680.0,680.0,1.826e-34,7.368000000000001e-34,0.6977,0.7016,0.6977,0.6479,0.6909,0.7016,1.0,1.0,0.6608,0.6142,17.0,28.0,2.0,2.0,8.0,14.0,210.0,210.0,0.277,0.277,5.081e-55,1.279e-54,5408,0.0105825919577947,1.697127224849187,96.93432253599168,0.1802177481709213,0.2265549628573198,8.940484181386353,508.39631056785583,51.71774682788901,0.1077562413701844,3.2438872092961346,182.90171474218369,1.113450373281257,0.0853482893241903,4.713182184018404,268.35548305511475,4.176728397729894,0.14697265625,0.7266,18.33,0.0020285503737246,12.0,2.0,4.0,1127.0,0.254,680.0,1.826e-34,0.6977,0.6479,0.6909,1.0,0.6142,17.0,2.0,8.0,210.0,0.277,5.081e-55,1.7272028947455917,0.344,0.152,1.0,False,False
YDR099W,YER177W,0.923077,0.923077,0.94382,True,2,615,YDR099W_YER177W,YDR099W,YER177W,True,"{'YNL076W', 'YAR002W', 'YBR007C', 'YLR219W', 'YIL107C', 'YNL267W', 'YPL085W', 'YGL035C', 'YFL033C', 'YDR122W', 'YPL049C', 'YBR157C', 'YDR505C', 'YKL168C', 'YGL181W', 'YGL252C', 'YPR008W', 'YOR265W', 'YKR089C', 'YKL101W', 'YMR102C', 'YJR091C', 'YDR480W', 'YDR351W', 'YKL198C', 'YDR001C', 'YPR185W', 'YIL045W', 'YMR291W', 'YIR003W', 'YFL021W', 'YER047C', 'YMR037C', 'YIL135C', 'YER114C', 'YDR216W', 'YBR059C', 'YNL074C', 'YBL066C', 'YER075C', 'YPR095C', 'YDR006C', 'YNL199C', 'YLL013C', 'YDR017C', 'YDR379W', 'YGL021W', 'YDR309C', 'YFR022W', 'YDL117W', 'YPL141C', 'YPL155C', 'YOR018W', 'YBL063W', 'YLR149C', 'YDR186C', 'YOR220W', 'YPL032C', 'YIL036W', 'YPR042C', 'YKR090W', 'YOL036W', 'YNR047W', 'YDR028C', 'YKL140W', 'YBL101C', 'YLR404W', 'YHR082C', 'YPL180W', 'YHR016C', 'YML111W', 'YPL255W'}","{'YER071C', 'YNL076W', 'YAR002W', 'YNL183C', 'YBR007C', 'YJL042W', 'YLR219W', 'YNL267W', 'YPL085W', 'YGL035C', 'YFL033C', 'YDR122W', 'YDL224C', 'YPL049C', 'YBR157C', 'YOR140W', 'YDR505C', 'YER054C', 'YKL168C', 'YGL181W', 'YGL252C', 'YOR265W', 'YPR008W', 'YKR089C', 'YKL101W', 'YJR091C', 'YMR102C', 'YAL031C', 'YDR480W', 'YBL037W', 'YDR477W', 'YDR351W', 'YKL198C', 'YDR251W', 'YDR001C', 'YPR185W', 'YJL201W', 'YIL045W', 'YMR291W', 'YIR003W', 'YFL021W', 'YMR124W', 'YNL212W', 'YER047C', 'YML111W', 'YMR086W', 'YCL063W', 'YMR037C', 'YIL135C', 'YPL070W', 'YER114C', 'YDR216W', 'YBR059C', 'YNL074C', 'YBL066C', 'YER075C', 'YPR095C', 'YDR006C', 'YDR017C', 'YLL013C', 'YML081W', 'YNL199C', 'YDR379W', 'YGL021W', 'YDR309C', 'YFR022W', 'YLR096W', 'YDL117W', 'YPL141C', 'YPL155C', 'YOR018W', 'YBL063W', 'YLR149C', 'YDR186C', 'YBL031W', 'YOR220W', 'YPL032C', 'YBR233W-A', 'YIL036W', 'YPR042C', 'YKR090W', 'YOL036W', 'YNR047W', 'YDR028C', 'YKL140W', 'YBL101C', 'YAL017W', 'YIL095W', 'YLR404W', 'YHR082C', 'YPL180W', 'YGR161C', 'YHR016C', 'YER027C', 'YPL255W', 'YCR091W'}",72,96,"{'YNL076W', 'YAR002W', 'YMR037C', 'YBR007C', 'YLR219W', 'YIL135C', 'YER114C', 'YNL267W', 'YDR216W', 'YBR059C', 'YGL035C', 'YPL085W', 'YFL033C', 'YDR122W', 'YNL074C', 'YPL049C', 'YBL066C', 'YER075C', 'YBR157C', 'YPR095C', 'YDR006C', 'YNL199C', 'YLL013C', 'YDR505C', 'YDR017C', 'YKL168C', 'YDR379W', 'YGL181W', 'YGL252C', 'YGL021W', 'YDR309C', 'YFR022W', 'YPR008W', 'YOR265W', 'YDL117W', 'YKR089C', 'YKL101W', 'YMR102C', 'YJR091C', 'YPL141C', 'YPL155C', 'YOR018W', 'YBL063W', 'YDR480W', 'YLR149C', 'YDR351W', 'YDR186C', 'YOR220W', 'YKL198C', 'YPL032C', 'YIL036W', 'YPR042C', 'YDR001C', 'YPR185W', 'YIL045W', 'YKR090W', 'YMR291W', 'YOL036W', 'YNR047W', 'YDR028C', 'YIR003W', 'YKL140W', 'YBL101C', 'YFL021W', 'YLR404W', 'YHR082C', 'YPL180W', 'YHR016C', 'YML111W', 'YER047C', 'YPL255W'}",97,71,0.7319587628865979,128.24157159723788,YDR099W,YER177W,P34730,P29311,1.0,1.0,0.0,0.0,0.0,0.0,1612.0,1602.0,0.912,0.912,273.0,273.0,6.358000000000001e-31,4.145e-31,0.9527,0.9201,0.9319,0.9201,0.9527,0.9164,1.0,1.0,0.9735,0.9739,1.0,1.0,0.0,0.0,0.0,0.0,465.0,459.0,0.96,0.968,1.1950000000000001e-147,1.09e-145,1940,0.0005305787410465,0.3767678807847441,21.48123610019684,0.0041183887480936,0.0056649116367403,1.2664404198785786,72.13505190610886,0.0829251184094869,0.006565867182764,0.7846957092844247,44.65987849235535,0.011322563833285,0.0019397351740538,0.6984205732126912,39.95513558387756,0.0165157909683167,0.01025390625,0.2257,5.78,6.100174987672683e-05,1.0,0.0,0.0,1602.0,0.912,273.0,4.145e-31,0.9201,0.9201,0.9164,1.0,0.9735,1.0,0.0,0.0,459.0,0.96,1.1950000000000001e-147,-5.913516720649864,0.808,1.0,0.821,True,True
YHL035C,YKR103W,0.261935,0.261935,0.342365,False,6,183,YHL035C_YKR103W,YHL035C,YKR103W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YHL035C,YKR103W,P38735,P0CE68,139.0,2.0,2.0,1.0,25.0,0.0,3690.0,3795.0,0.33,0.326,1280.0,1292.0,9.145e-86,2.7600000000000004e-85,0.8558,0.839,0.6656,0.839,0.8558,0.8342,1.0,1.0,0.7712,0.8156,13.0,6.0,1.0,2.0,11.0,3.0,694.0,701.0,0.343,0.345,1.673e-206,2.665e-213,3767,0.0054223609006586,1.2106730231196057,69.27286905050278,0.0679888517625815,0.2295131753020911,8.428388566920841,479.44788163900375,31.683181509777043,0.0406008897384384,1.714290160419477,97.85640543699265,0.1108605922403218,0.0715808514448288,4.318743148740914,246.4875636100769,3.4734836217797094,0.0380859375,0.31,7.84,0.0001107350123501,2.0,1.0,0.0,3690.0,0.326,1280.0,9.145e-86,0.839,0.6656,0.8342,1.0,0.7712,6.0,1.0,3.0,694.0,0.343,2.665e-213,-0.7311118982152279,0.307,1.0,,True,True
YHL035C,YLL015W,0.258166,0.258166,0.263631,False,6,183,YHL035C_YLL015W,YHL035C,YLL015W,False,set(),"{'YDR089W', 'YER072W', 'YDR481C', 'YER123W', 'YLR447C', 'YEL051W', 'YNR013C', 'YOR270C', 'YBR127C', 'YDL185W', 'YJL012C', 'YLL048C', 'YHR039C-A', 'YPL019C', 'YFL004W'}",0,15,set(),15,0,0.0,0.0,YHL035C,YLL015W,P38735,P14772,140.0,139.0,3.0,1.0,25.0,26.0,3685.0,3677.0,0.283,0.283,1606.0,1604.0,8.725e-92,5.0529999999999996e-89,0.7837,0.7819,0.7682,0.7819,0.7837,0.7762,1.0,1.0,0.7353,0.7354,36.0,36.0,3.0,1.0,17.0,16.0,616.0,635.0,0.328,0.33,1.3160000000000001e-180,3.36e-187,3769,0.0083735798294303,1.509758151991994,86.38495719432831,0.1307563746237084,0.0716217635157075,4.884303486856397,275.57555001974106,6.460763333740363,0.1034889436332348,2.719686894011099,154.50001287460327,0.4660823531181445,0.0267811135064732,2.67318121246088,150.74149656295776,0.6959965855382967,0.125,0.564,14.18,0.0009477401889747,139.0,1.0,25.0,3677.0,0.283,1604.0,8.725e-92,0.7819,0.7682,0.7762,1.0,0.7353,36.0,1.0,16.0,616.0,0.328,3.36e-187,-1.682508356190753,0.554,1.0,,True,True
YAL028W,YOR324C,0.287879,0.252492,0.287879,True,2,619,YAL028W_YOR324C,YAL028W,YOR324C,False,set(),"{'YKL072W', 'YBR255W'}",0,2,set(),2,0,0.0,0.0,YAL028W,YOR324C,P39734,Q99332,1.0,1.0,0.0,0.0,0.0,0.0,272.0,251.0,0.23,0.227,591.0,593.0,3.996e-14,7.119e-13,0.3181,0.3191,0.3181,0.2819,0.3156,0.3191,1.0,1.0,0.8005,0.8129,1.0,1.0,0.0,0.0,0.0,0.0,106.0,104.0,0.273,0.363,3.555e-22,2.239e-21,55,0.0198904804112513,2.326002894283488,132.8581531047821,0.4834600207551242,0.0194482609787678,2.454377215436064,140.02602475881577,0.55065206341031,0.0374415540910927,2.4466465222104543,138.8433666229248,0.4816832685567558,0.0126518850817399,1.821650432828784,104.29970407485962,0.2129829256855536,0.1572265625,0.996,25.53,0.010347847182822,1.0,0.0,0.0,251.0,0.227,591.0,3.996e-14,0.3181,0.2819,0.3156,1.0,0.8005,1.0,0.0,0.0,104.0,0.273,3.555e-22,-1.0299477252104998,1.0,1.0,,True,True
YDR342C,YOL103W,0.198246,0.18555,0.198246,False,27,1,YDR342C_YOL103W,YDR342C,YOL103W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YDR342C,YOL103W,P39004,P30606,404.0,391.0,21.0,14.0,23.0,35.0,989.0,993.0,0.252,0.25,566.0,548.0,4.505e-23,1.465e-23,0.7353,0.7475,0.7303,0.6755,0.7225,0.7198,1.0,1.0,0.7251,0.6967,77.0,74.0,20.0,10.0,27.0,23.0,180.0,180.0,0.297,0.291,1.1689999999999999e-45,2.1779999999999998e-45,2164,0.0111345843658506,1.7156367728716064,97.70971858501434,0.1829827050950329,0.0440618137995183,3.531395391696152,200.4396975040436,1.7281972899893598,0.1579015761152432,3.2744132052246524,185.0548766851425,0.9106692637274818,0.0179616165609378,2.129054601630564,121.15810775756836,0.3523302977272267,0.15625,0.6226,15.61,0.0011720653953427,391.0,14.0,23.0,989.0,0.25,548.0,1.465e-23,0.7353,0.6755,0.7198,1.0,0.6967,74.0,10.0,23.0,180.0,0.291,1.1689999999999999e-45,-0.948695150997098,0.699,1.0,0.757,True,True
YLR188W,YPL270W,0.4402879999999999,0.39586,0.4402879999999999,True,3,570,YLR188W_YPL270W,YLR188W,YPL270W,False,set(),"{'YER110C', 'YKL192C'}",0,2,set(),2,0,0.0,0.0,YLR188W,YPL270W,P33310,P33311,8.0,1.0,0.0,0.0,7.0,0.0,2330.0,2443.0,0.421,0.439,704.0,655.0,2.754e-54,6.987e-58,0.8197,0.8745,0.8197,0.7429,0.8167,0.825,1.0,1.0,0.8329,0.8733,3.0,2.0,0.0,0.0,2.0,1.0,517.0,519.0,0.48,0.48,4.384e-158,1.418e-157,5066,0.0044461989727047,1.0914901086271085,61.7906568646431,0.0504647185751674,0.0466403101530246,3.6963467793378624,210.36350065469745,2.0920193241782727,0.0508339677330121,1.9360504210278715,107.9899356365204,0.1563979382887967,0.0158829879071209,2.0203573507517905,115.03227388858797,0.2836352314651863,0.078125,0.4905,12.375,0.0006907125643653,1.0,0.0,0.0,2330.0,0.421,655.0,6.987e-58,0.8197,0.7429,0.8167,1.0,0.8329,2.0,0.0,1.0,517.0,0.48,4.384e-158,-3.133344925274389,0.015,1.0,,True,True
YOR222W,YPR058W,0.175896,0.175896,0.175896,False,23,172,YOR222W_YPR058W,YOR222W,YPR058W,False,{'YLL018C'},set(),1,0,set(),1,0,0.0,0.0,YOR222W,YPR058W,Q99297,P32331,179.0,155.0,3.0,5.0,28.0,28.0,603.0,581.0,0.227,0.225,312.0,310.0,6.345e-13,1.078e-12,0.7728,0.7907,0.7728,0.7907,0.7728,0.7907,1.0,1.0,0.7038,0.6969,171.0,,6.0,,30.0,,94.0,,0.244,,1.803e-19,,5610,0.0099043815522185,1.6068986508632637,90.98530280590056,0.1479264710866074,0.1965714796801798,8.466251595635235,472.1528155207634,47.371401690178764,0.1487518492002647,3.3694972536137464,191.43860441446304,0.9267704063338064,0.0780834556230251,4.374432678635255,244.35091400146484,3.2633214747867103,0.0908203125,0.5044,12.51,0.000552596902225,155.0,3.0,28.0,581.0,0.225,310.0,6.345e-13,0.7728,0.7728,0.7728,1.0,0.6969,171.0,6.0,30.0,94.0,0.244,1.803e-19,1.2581615548121357,0.498,0.942,0.457,True,True
YBR005W,YDR003W,0.455399,0.455399,0.461905,True,2,623,YBR005W_YDR003W,YBR005W,YDR003W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YBR005W,YDR003W,P38212,Q03446,1.0,1.0,0.0,0.0,0.0,0.0,312.0,309.0,0.457,0.459,210.0,209.0,4.244e-16,3.142e-16,0.304,0.3063,0.3017,0.3051,0.304,0.3016,1.0,1.0,0.8233,0.8276,1.0,1.0,0.0,0.0,0.0,0.0,181.0,179.0,0.501,0.492,2.131e-50,9.273e-50,576,0.0106064727694005,1.6560653712491902,93.57947874069214,0.1574621678147116,0.0221494173475134,2.47294194807824,140.64087760448456,0.5573570759479523,0.092741306676386,3.399273189926876,192.5835536122322,1.1255233048135005,0.0131485704095696,1.8051848453466213,102.34024906158449,0.2047064467664577,0.068359375,0.577,14.805,0.0011429505908986,1.0,0.0,0.0,309.0,0.457,209.0,3.142e-16,0.304,0.3017,0.3016,1.0,0.8233,1.0,0.0,0.0,179.0,0.492,2.131e-50,-1.5927940807635739,0.514,0.193,0.356,False,False
YPL031C,YPR161C,0.337705,0.156773,0.337705,False,7,529,YPL031C_YPR161C,YPL031C,YPR161C,False,"{'YOL001W', 'YPL219W', 'YGL134W', 'YGR233C', 'YIL050W', 'YER059W'}",{'YLR226W'},6,1,set(),7,0,0.0,0.0,YPL031C,YPR161C,P17157,P23293,477.0,84.0,6.0,2.0,30.0,29.0,892.0,887.0,0.354,0.355,322.0,321.0,6.807e-25,4.787e-27,0.8544,0.8527,0.8544,0.4048,0.8458,0.8527,1.0,1.0,0.7836,0.7027,210.0,129.0,4.0,3.0,67.0,56.0,197.0,197.0,0.35,0.355,2.154e-54,1.367e-50,5649,0.0320788287735964,2.926209642891189,167.65714251995087,0.9207287804893014,0.2435777546318881,9.039762491358166,507.0892068743706,57.0619905309433,0.2538628706337025,4.566292682957802,241.4816236495972,3.510421263344528,0.1022031288032973,5.100083523756536,286.149267911911,5.535437563564964,0.48779296875,1.242,29.77,0.0145514029626147,84.0,2.0,29.0,887.0,0.354,321.0,4.787e-27,0.8527,0.4048,0.8458,1.0,0.7027,129.0,3.0,56.0,197.0,0.35,2.154e-54,4.175905862956536,0.878,0.989,0.971,True,True
YPL031C,YPL042C,0.314754,0.172973,0.314754,False,7,529,YPL031C_YPL042C,YPL031C,YPL042C,False,"{'YOL001W', 'YPL219W', 'YGL134W', 'YGR233C', 'YIL050W', 'YER059W'}","{'YNR010W', 'YMR112C', 'YLR071C', 'YDL005C', 'YDR308C', 'YPR168W', 'YDR443C', 'YGL151W', 'YOL051W', 'YHR041C', 'YGL127C', 'YBR253W', 'YBL093C', 'YGR104C', 'YNL236W', 'YCR081W', 'YBR193C', 'YOL135C', 'YPR070W', 'YOR174W', 'YHR058C', 'YER022W', 'YGL025C', 'YNL025C'}",6,24,set(),30,0,0.0,0.0,YPL031C,YPL042C,P17157,P39073,577.0,44.0,7.0,0.0,30.0,25.0,870.0,844.0,0.249,0.249,401.0,401.0,1.1499999999999999e-23,5.212e-23,0.8841,0.8862,0.8841,0.4973,0.876,0.8862,1.0,1.0,0.7911,0.7116,392.0,122.0,6.0,1.0,108.0,67.0,172.0,173.0,0.317,0.317,7.946e-46,1.76e-43,5648,0.034914799197778,3.0603537786723964,175.0225309729576,1.0242993084351597,0.2060246292893297,8.379796572339641,471.4035694003105,43.272828460341685,0.2200034452564733,4.193559426855195,228.0585121512413,2.530635105790231,0.0889369730395577,4.773434175347825,270.38310623168945,4.308468589504779,0.4189453125,1.086,26.9,0.0075563792973431,44.0,0.0,25.0,844.0,0.249,401.0,1.1499999999999999e-23,0.8841,0.4973,0.876,1.0,0.7116,122.0,1.0,67.0,172.0,0.317,7.946e-46,3.192965510463033,0.878,0.971,0.971,True,True
YIL085C,YNL029C,0.528046,0.522989,0.528046,True,9,608,YIL085C_YNL029C,YIL085C,YNL029C,False,set(),set(),0,0,set(),0,0,0.0,0.0,YIL085C,YNL029C,P40504,P53966,1.0,1.0,0.0,0.0,0.0,0.0,2260.0,2175.0,0.515,0.524,528.0,517.0,6.2410000000000005e-65,1.827e-62,0.802,0.7954,0.802,0.7883,0.7946,0.7954,1.0,1.0,0.848,0.8348,1.0,1.0,0.0,0.0,0.0,0.0,582.0,589.0,0.586,0.558,1.699e-183,7.998e-186,4192,0.0028387812355407,0.872012596789881,49.477359354496,0.0299100733768586,0.0081683732011748,1.5591227819908633,88.72523528337479,0.1449841777779391,0.0129494803501727,1.1590309759692372,66.08537244796753,0.0392555799965161,0.0034591524456422,0.9423941388469346,53.77236467599869,0.0348835364440135,0.0244140625,0.2612,6.715,8.152399787883002e-05,1.0,0.0,0.0,2175.0,0.515,517.0,6.2410000000000005e-65,0.7954,0.7883,0.7946,1.0,0.8348,1.0,0.0,0.0,582.0,0.558,7.998e-186,-4.685377272918223,0.949,1.0,1.0,True,True
YIL085C,YJL139C,0.230174,0.230174,0.278037,False,9,608,YIL085C_YJL139C,YIL085C,YJL139C,False,set(),{'YDR434W'},0,1,set(),1,0,0.0,0.0,YIL085C,YJL139C,P40504,P26725,24.0,38.0,4.0,7.0,7.0,8.0,973.0,977.0,0.258,0.262,492.0,492.0,7.179e-33,1.9999999999999998e-33,0.6717,0.6839,0.5599,0.6839,0.6717,0.678,1.0,1.0,0.6943,0.7145,15.0,15.0,6.0,6.0,2.0,2.0,214.0,217.0,0.316,0.316,2.088e-57,1.781e-59,4190,0.0084403333847713,1.4978963644926528,85.02640694379807,0.1225442165779032,0.0497179673715815,3.884085252738036,220.44704407453537,2.544461198160676,0.0834124596629689,2.85207336379223,159.39217168092728,0.8054823680040595,0.0203172254158465,2.2749969191509427,129.05078983306885,0.4174616758703712,0.08154296875,0.5034,12.89,0.0006910264218259,24.0,4.0,7.0,973.0,0.258,492.0,1.9999999999999998e-33,0.6717,0.5599,0.6717,1.0,0.6943,15.0,6.0,2.0,214.0,0.316,1.781e-59,-1.533571534480221,0.931,1.0,1.0,True,True
YIL085C,YKR061W,0.235977,0.235977,0.287059,False,9,608,YIL085C_YKR061W,YIL085C,YKR061W,False,set(),set(),0,0,set(),0,0,0.0,0.0,YIL085C,YKR061W,P40504,P33550,18.0,38.0,2.0,6.0,7.0,8.0,997.0,999.0,0.241,0.279,497.0,418.0,6.417e-33,4.903e-33,0.6908,0.6941,0.5722,0.683,0.6908,0.6787,1.0,1.0,0.7068,0.7423,14.0,15.0,5.0,6.0,2.0,2.0,216.0,225.0,0.3,0.3,4.461e-58,3.107e-62,4191,0.0066195305457252,1.3260057066298812,75.99395167827606,0.0902377361032422,0.0606972349127695,4.289121714551015,243.77168148756027,3.488948948287501,0.0941994526261562,3.0214659188520128,169.37704592943192,0.9690038246799418,0.023610132937789,2.4479228329948866,139.25088620185852,0.545145906529981,0.10693359375,0.5757,14.43,0.0010581266973346,18.0,2.0,7.0,997.0,0.241,418.0,4.903e-33,0.6908,0.5722,0.6787,1.0,0.7068,14.0,5.0,2.0,216.0,0.3,3.107e-62,-1.3260967730965931,1.0,1.0,1.0,True,True
